CNN,Street_Name,Location,X_Coord,Y_Coord,Latitude,Longitude,BOS_District,Zip_Code,SFAR_Neighborhood_Desc,Jurisdiction,Layer,Bike_Path,Accepted
996000,19TH ST,19TH ST: MARKET ST to CORBETT AVE (4850 - 4899),5999325.895,2104840.457,37.75945148,-122.4454045,8,94114,Corona Heights,DPW,STREETS_PEDESTRI,No,N
1022000,20TH AVE,20TH AVE: EUCALYPTUS DR to BUCKINGHAM WAY \ WINSTON DR (3100 - 3199),5990281.211,2094526.355,37.73061117,-122.4759319,4,94132,Lakeshore,PRIVATE/DPW,PRIVATE,Yes,N
19003000,20TH AVE,20TH AVE: BUCKINGHAM WAY \ WINSTON DR to WINSTON DR (3200 - 3399),5990367.731,2093771.224,37.72854278,-122.4755777,7,94132,Stonestown,PRIVATE/DPW,PRIVATE,Yes,N
19004000,20TH AVE,20TH AVE: WINSTON DR to END (3400 - 3499),5990206.767,2092920.066,37.72619638,-122.476072,7,94132,Stonestown,PRIVATE/DPW,PRIVATE,Yes,N
1023000,20TH ST,20TH ST: LOUISIANA ST to UNNAMED 042 (300 - 399),6016741.428,2104935.968,37.76069252,-122.3851791, , , ,DPW,STREETS,No,N
1024000,20TH ST,20TH ST: UNNAMED 042 to MICHIGAN ST (400 - 499),6016476.021,2104921.431,37.76063792,-122.3860961, , , ,DPW,STREETS,No,N
1025000,20TH ST,20TH ST: MICHIGAN ST to ILLINOIS ST (500 - 599),6016191.557,2104905.85,37.76057939,-122.3870788,10,94107,Central Waterfront,PORT/DPW,STREETS,No,N
1028000,20TH ST,20TH ST: TENNESSEE ST to MINNESOTA ST (800 - 899),6015355.682,2104874.404,37.76044673,-122.3899675,10,94107,Central Waterfront,DPW,STREETS,No,N
1029000,20TH ST,20TH ST: MINNESOTA ST to INDIANA ST (900 - 999),6015075.417,2104860.465,37.76039291,-122.3909359,10,94107,Central Waterfront,RECPARK/DPW,STREETS,No,N
1030000,20TH ST,20TH ST: TENNESSEE ST to PENNSYLVANIA AVE (1000 - 1199),6014935.274,2104829.143,37.76029913,-122.3914184,10,94107,Central Waterfront,CALTRANS/DPW,STREETS,No,N
1043000,20TH ST,20TH ST: SAN BRUNO AVE to UTAH ST (2400 - 2499),6010872.903,2104611.107,37.75947414,-122.4054529,10,94107,Potrero Hill,CALTRANS/DPW,PAPER_FWYS,No,N
1063000,20TH ST,20TH ST: SANCHEZ ST to END (4000 - 4004),6003646.657,2104202.549,37.75794564,-122.4304157,8,94114,Eureka Valley - Dolores Heights,DPW,PAPER,No,N
1096000,21ST ST,21ST ST: VERMONT ST to SAN BRUNO AVE (2300 - 2399),6011176.802,2104161.81,37.75825746,-122.4043703,10,94107,Potrero Hill,CALTRANS/DPW,PAPER_FWYS,No,N
15232000,21ST ST,21ST ST: MICHIGAN ST to ILLINOIS ST (500 - 599),6016217.161,2104459.008,37.75935388,-122.3869591,10,94107,Central Waterfront,PORT/DPW,STREETS,No,N
15233000,21ST ST,21ST ST: LOUISIANA ST to MICHIGAN ST (300 - 499),6016588.539,2104480.155,37.7594325,-122.3856761,10,94107,Central Waterfront,PORT/DPW,STREETS,No,N
1156000,22ND ST,22ND ST: CRAIG LN to MICHIGAN ST (400 - 499),6016508.746,2103990.545,37.75808372,-122.385918,10,94107,Central Waterfront,DPW,STREETS,No,N
1157000,22ND ST,22ND ST: MICHIGAN ST to ILLINOIS ST (500 - 599),6016244.839,2103975.921,37.75802896,-122.3868297,10,94107,Central Waterfront,DPW,STREETS,No,N
1162000,22ND ST,22ND ST: INDIANA ST to IOWA ST (1000 - 1099),6014848.348,2103898.539,37.75773906,-122.391654,10,94107,Central Waterfront,CALTRANS/DPW,STREETS,No,N
1163000,22ND ST,22ND ST: IOWA ST to PENNSYLVANIA AVE (1100 - 1199),6014566.34,2103882.913,37.7576805,-122.3926282,10,94107,Potrero Hill,CALTRANS/DPW,STREETS,No,N
1166000,22ND ST,22ND ST: MISSOURI ST to CONNECTICUT ST (1500 - 1599),6013443.237,2103820.68,37.75744718,-122.396508,10,94107,Potrero Hill,RECPARK/DPW,UPROW,No,N
1168000,22ND ST,22ND ST: ARKANSAS ST to WISCONSIN ST (1700 - 1799),6012879.747,2103789.456,37.75733007,-122.3984546,10,94107,Potrero Hill,DPW,UPROW,No,N
1174000,22ND ST,22ND ST: VERMONT ST to VERMONT ST (2226 - 2231),6011442.318,2103709.805,37.75703119,-122.4034202,10,94107,Inner Mission,CALTRANS/DPW,PAPER_FWYS,No,N
1175000,22ND ST,22ND ST: VERMONT ST to VERMONT ST (2230 - 2299),6011308.054,2103702.366,37.75700326,-122.403884,10,94107,Inner Mission,CALTRANS/DPW,PAPER_FWYS,No,N
1206000,22ND ST,22ND ST: COLLINGWOOD ST to DIAMOND ST (3974 - 3999),6001931.192,2102937.087,37.75437367,-122.4362579,8,94114,Noe Valley,DPW,STREETS_PEDESTRI,No,N
1237000,23RD ST,23RD ST: INDIANA ST to IOWA ST (1100 - 1199),6014899.619,2102967.103,37.75518438,-122.3914115,10,94107,Central Waterfront,CALTRANS/DPW,STREETS,No,N
1238000,23RD ST,23RD ST: IOWA ST to PENNSYLVANIA AVE (1200 - 1299),6014615.613,2102951.309,37.75512525,-122.3923926,10,94107,Potrero Hill,CALTRANS/DPW,STREETS,No,N
1239001,23RD ST,23RD ST: END to TEXAS ST (1449 - 1499),6013978.026,2102915.854,37.75499247,-122.3945951,10,94107,Potrero Hill,DPW,UPROW,No,N
1243000,23RD ST,23RD ST: WISCONSIN ST to END (1900 - 1903),6012749.972,2102847.564,37.75473661,-122.3988373,10,94107,Potrero Hill,DPW,PAPER,No,N
1248000,23RD ST,23RD ST: KANSAS ST to VERMONT ST (2300 - 2399),6011533.256,2102779.904,37.75448296,-122.4030403,10,94107,Inner Mission,CALTRANS/DPW,STREETS,Yes,N
1288000,23RD ST,23RD ST: END to CORBETT AVE (4500 - 4599),5999889.423,2102237.811,37.75233741,-122.4432687,8,94131,Twin Peaks,DPW,STREETS_PEDESTRI,No,N
1289000,24TH AVE,24TH AVE: END to WEST CLAY ST (100 - 137),5988337.449,2115157.193,37.78714496,-122.4841641,1,94121,Lake,DPW,PAPER,No,N
1323000,24TH ST,24TH ST: TENNESSEE ST to MINNESOTA ST (900 - 999),6015481.654,2102533.596,37.75402635,-122.3893684,10,94107,Central Waterfront,DPW,STREETS,No,N
1326000,24TH ST,24TH ST: KANSAS ST to VERMONT ST (2300 - 2399),6011558.341,2102314.761,37.75320718,-122.4029208,10,94110,Inner Mission,CALTRANS/DPW,PAPER_FWYS,No,N
1380000,25TH AVE,25TH AVE: MARTIN LUTHER KING JR DR to LINCOLN WAY (1196 - 1199),5988556.516,2107404.59,37.76587123,-122.4828378,4,94117,Central Sunset,DPW,PARKS,No,N
1394000,25TH AVE,25TH AVE: ROSEMARY CT to WAWONA ST (2664 - 2699),5988652.35,2097061.079,37.73747628,-122.4817487,4,94116,Parkside,DPW,STREETS_PEDESTRI,No,N
1403000,25TH ST,25TH ST: MICHIGAN ST to ILLINOIS ST (700 - 799),6016352.137,2102112.51,37.75291836,-122.3863287,10,94107,Central Waterfront,PORT/DPW,STREETS,No,N
1404000,25TH ST,25TH ST: ILLINOIS ST to 03RD ST (800 - 899),6016075.606,2102097.917,37.75286298,-122.387284,10,94107,Central Waterfront,DPW,STREETS,No,N
1419000,25TH ST,25TH ST: KANSAS ST to VERMONT ST (2400 - 2499),6011583.53,2101849.627,37.75193144,-122.402801,10,94107,Potrero Hill,CALTRANS/DPW,PAPER_FWYS,No,N
1498000,26TH ST,26TH ST: 03RD ST to TENNESSEE ST (800 - 899),6015820.834,2101617.91,37.75153087,-122.3881315,10,94107,Central Waterfront,DPW,STREETS,No,N
1500000,26TH ST,26TH ST: MINNESOTA ST to INDIANA ST (1000 - 1099),6015256.247,2101588.302,37.75141827,-122.3900819,10,94107,Central Waterfront,DPW,STREETS,No,N
1501000,26TH ST,26TH ST: INDIANA ST to END (1100 - 1149),6015048.562,2101577.41,37.75137685,-122.3907993,10,94107,Central Waterfront,DPW,STREETS,No,N
1509000,26TH ST,26TH ST: VERMONT ST to VERMONT ST (2350 - 2399),6011550.891,2101344.78,37.75054341,-122.4028784,10,94107,Potrero Hill,CALTRANS/DPW,PAPER_FWYS,No,N
1568000,27TH ST,27TH ST: NOE ST to END (500 - 505),6003184.646,2100084.725,37.74661289,-122.4317195,8,94131,Noe Valley,DPW,STREETS_PEDESTRI,No,N
1598000,28TH AVE,28TH AVE: END to WAWONA ST (2650 - 2699),5987720.68,2097051.44,37.73739559,-122.4849691,4,94116,Parkside,DPW,PAPER,No,N
1646000,30TH AVE,30TH AVE: FULTON ST to SPRECKELS LAKE DR (900 - 919),5986666.155,2109732.629,37.77215321,-122.4895473,1,94117,Golden Gate Park,RECPARK/DPW,PARKS,Yes,N
1675000,30TH ST,30TH ST: LAIDLEY ST to LAIDLEY ST (550 - 555),6003032.346,2098330.829,37.74178847,-122.432121,8,94131,Noe Valley,DPW,STREETS,No,N
1698000,31ST ST,31ST ST: END to BURNETT AVE (1 - 99),5999817.101,2097560.208,37.73948971,-122.4431828,7,94127,Miraloma Park,RECPARK/DPW,PAPER,No,N
1795000,36TH AVE,36TH AVE: FULTON ST to SPRECKELS LAKE DR (900 - 919),5984838.419,2109656.826,37.7718382,-122.4958639,1,94117,Golden Gate Park,RECPARK/DPW,PARKS,Yes,N
2042000,47TH AVE,47TH AVE: FULTON ST to GOLF COURSE ACCESS RD \ JOHN F KENNEDY DR (900 - 999),5981358.046,2109186.722,37.77034298,-122.5078677,1,94117,Golden Gate Park,RECPARK/DPW,PARKS,Yes,N
2063000,48TH AVE,48TH AVE: SUTRO HEIGHTS AVE to BALBOA ST (645 - 699),5981035.917,2111122.336,37.77563863,-122.5091256,1,94121,Outer Richmond,DPW,PAPER,No,N
15149000,ACACIA AVE,ACACIA AVE: IRONWOOD WAY to FAIRFAX AVE (200 - 299),6017902.304,2096206.509,37.73678736,-122.3805574,10,94124,Hunters Point,DPW,STREETS,No,N
15150000,ACACIA AVE,ACACIA AVE: MIDDLE POINT RD to IRONWOOD WAY (100 - 199),6018133.099,2096199.798,37.73678167,-122.3797589,10,94124,Hunters Point,DPW,STREETS,No,N
7801000,ACACIA ST,ACACIA ST: KELLOCH AVE \ VELASCO AVE to END (200 - 299),6007957.716,2086076.778,37.70841948,-122.4142238,10,94134,Visitacion Valley,DPW,STREETS,No,N
2084000,ACME ALY,ACME ALY: END to CORWIN ST (1 - 99),6000745.402,2103928.98,37.75702972,-122.4404298,8,94114,Eureka Valley - Dolores Heights,DPW,STREETS_PEDESTRI,No,N
2085000,ACME ALY,ACME ALY: CORWIN ST to SEWARD ST (100 - 199),6000904.608,2104132.81,37.75759845,-122.4398939,8,94114,Eureka Valley - Dolores Heights,RECPARK/DPW,STREETS,No,N
2096000,ADELE CT,ADELE CT: JACKSON ST to END (1 - 99),6009947.341,2117888.918,37.7958801,-122.4095912,3,94133,Nob Hill,DPW,STREETS,No,N
2099000,ADOLPH SUTRO CT,ADOLPH SUTRO CT: JOHNSTONE DR to END (1 - 99),5996953.626,2104375.131,37.75803811,-122.4535754,7,94131,Forest Knolls,DPW,PARKS,No,N
2100000,AERIAL WAY,AERIAL WAY: ORTEGA ST to PACHECO ST (1 - 64),5992538.372,2102666.304,37.75309202,-122.4687207,7,94116,Golden Gate Heights,DPW,UPROW,No,N
2102000,AERIAL WAY,AERIAL WAY: FUNSTON AVE to 14TH AVE (200 - 299),5992081.739,2102488.112,37.75257636,-122.4702869,7,94116,Golden Gate Heights,DPW,STREETS_PEDESTRI,No,N
2141000,ALANA WAY,ALANA WAY: END to EXECUTIVE PARK BLVD (1 - 99),6013416.577,2086091.215,37.70876424,-122.3953582,10,94134,Bayview Heights,CALTRANS/DPW,STREETS,No,N
2142000,ALANA WAY,ALANA WAY: EXECUTIVE PARK BLVD to HARNEY WAY \ THOMAS MELLON DR (100 - 199),6013941.689,2086175.961,37.70902613,-122.3935493,10,94134,Bayview Heights,DPW,STREETS,No,N
19950000,ALBATROSS CT,ALBATROSS CT: KIRKWOOD AVE to END (100 - 199),6020239.477,2093108.499,37.72840951,-122.3722623,10,94124,Hunters Point,PRIVATE/DPW,PRIVATE,No,N
2143000,ALBERTA ST,ALBERTA ST: END to CAMPBELL AVE (1 - 99),6009275.893,2088969.738,37.71643691,-122.4098721,10,94134,Visitacion Valley,DPW,STREETS,No,N
2149000,ALEMANY BLVD,ALEMANY BLVD: SAN BRUNO AVE to SAUL ST (1 - 11),6009738.076,2096171.509,37.73623735,-122.4087823,9,94110,Bernal Heights,DPW,PAPER_FWYS,No,N
2150000,ALEMANY BLVD,ALEMANY BLVD: SAUL ST to END (12 - 23),6009595.464,2096034.161,37.73585223,-122.4092657,9,94110,Bernal Heights,DPW,PAPER_FWYS,No,N
2151000,ALEMANY BLVD,ALEMANY BLVD: DICKINSON ST to SAN BRUNO AVE (24 - 29),6009863.543,2096320.141,37.73665249,-122.408359,9,94110,Bernal Heights,CALTRANS/DPW,PAPER_FWYS,No,N
2152000,ALEMANY BLVD,ALEMANY BLVD: INDUSTRIAL ST OFF RAMP \ SAN BRUNO AV ON RAMP to HWY 101 S OFF RAMP \ PUTNAM ST (30 - 34) -- SOUTH --,6009495.111,2095886.594,37.73544142,-122.4096023,9,94134,Bernal Heights,CALTRANS/DPW,STREETS,Yes,N
2154000,ALEMANY BLVD,ALEMANY BLVD: INDUSTRIAL ST ON RAMP to HWY 101 N ON RAMP \ SAN BRUNO AV OFF RAMP (50 - 69) -- SOUTH --,6010268.265,2096350.136,37.7367575,-122.4069618,9,94124,Bayview District,CALTRANS/DPW,STREETS,Yes,N
2155000,ALEMANY BLVD,ALEMANY BLVD: INDUSTRIAL ST \ INDUSTRIAL ST OFF RAMP to ALEMANY BLVD OFF RAMP (100 - 199) -- NORTH --,6009633.226,2096148.408,37.73616804,-122.4091432,9,94110,Bernal Heights,DPW,STREETS,Yes,N
2156000,ALEMANY BLVD,ALEMANY BLVD: ALEMANY BLVD OFF RAMP to HWY 101 S OFF RAMP \ PUTNAM ST (200 - 299) -- NORTH --,6009285.477,2095768.865,37.73510641,-122.4103187,9,94110,Bernal Heights,DPW,STREETS,Yes,N
2157101,ALEMANY BLVD,ALEMANY BLVD: HWY 101 S OFF RAMP \ PUTNAM ST to I-280 N OFF RAMP \ I-280 N ON RAMP (301 - 499) -- SOUTH --,6007999.226,2094641.782,37.7319395,-122.4146861,9,94134,Portola,CALTRANS/DPW,STREETS,Yes,N
2157102,ALEMANY BLVD,ALEMANY BLVD: I-280 N OFF RAMP \ I-280 N ON RAMP to STONEYBROOK AVE (501 - 599) -- SOUTH --,6006235.747,2094532.771,37.73154094,-122.4207751,11,94112,Excelsior,DPW,STREETS,Yes,N
2157103,ALEMANY BLVD,ALEMANY BLVD: STONEYBROOK AVE to CONGDON ST (601 - 799) -- SOUTH --,6005314.065,2094388.764,37.73109354,-122.4239513,11,94112,Excelsior,DPW,STREETS,Yes,N
2157203,ALEMANY BLVD,ALEMANY BLVD: ELLSWORTH ST \ I-280 S OFF RAMP \ I-280 S ON RAMP to END (500 - 698) -- NORTH --,6006096.776,2094744.074,37.7321133,-122.4212705,9,94112,Bernal Heights,DPW,STREETS,Yes,N
2157204,ALEMANY BLVD,ALEMANY BLVD: END to CONGDON ST (0 - 0) -- NORTH --,6005038.34,2094580.253,37.73160376,-122.4249181,9,94112,Bernal Heights,CALTRANS/DPW,STREETS,Yes,N
2179101,ALEMANY BLVD,ALEMANY BLVD: I-280 N ON RAMP \ REGENT ST \ SAN JOSE AVE to CRYSTAL ST \ PALMETTO AVE (3157 - 3279) -- SOUTH --,5995070.287,2086918.996,37.70999969,-122.4588249,11,94112,Outer Mission,CALTRANS/DPW,STREETS,No,N
2179201,ALEMANY BLVD,ALEMANY BLVD: I-280 N ON RAMP \ REGENT ST \ SAN JOSE AVE to CRYSTAL ST \ PALMETTO AVE (3158 - 3248) -- NORTH --,5995078.848,2086934.969,37.71004404,-122.4587965,11,94112,Outer Mission,CALTRANS/DPW,STREETS,No,N
2180101,ALEMANY BLVD,ALEMANY BLVD: CRYSTAL ST \ PALMETTO AVE to ORIZABA AVE \ SAGAMORE ST (3281 - 3399) -- SOUTH --,5994290.167,2087202.775,37.710734,-122.4615417,7,94112,Oceanview,CALTRANS/DPW,STREETS,Yes,N
2180203,ALEMANY BLVD,ALEMANY BLVD: HABITAT TER to ORIZABA AVE \ SAGAMORE ST (3326 - 3398),5994167.834,2087303.9,37.71100463,-122.4619719,11,94112,Oceanview,CALTRANS/DPW,STREETS,No,N
2181201,ALEMANY BLVD,ALEMANY BLVD: ORIZABA AVE \ SAGAMORE ST to BROTHERHOOD WAY \ SAGAMORE ST (3400 - 3498) -- NORTH --,5993944.732,2087426.029,37.71132712,-122.4627518,11,94132,Ingleside Heights,DPW,STREETS,Yes,N
